Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc.1,Avg Sol Rad (Ly/day),qc.2,Avg Vap Pres (mBars),qc.3,Avg Max Air Temp (F),qc.4,Avg Min Air Temp (F),qc.5,Avg Air Temp (F),qc.6,Avg Max Rel Hum (%),qc.7,Avg Min Rel Hum (%),qc.8,Avg Rel Hum (%),qc.9,Avg Dew Point (F),qc.10,Avg Wind Speed (mph),qc.11,Avg Soil Temp (F),qc.12,Year
90,Alturas,Northeast Plateau,Sep 2024,5.01,K,0.43,L,466.0,L,7.9,L,79.6,L,37.9,L,58.8,L,86.0,L,25.0,L,48.0,L,38.2,L,4.2,L,61.6,L,2024
90,Alturas,Northeast Plateau,Oct 2024,3.03, ,1.49,K,311.0,K,6.4,K,69.0, ,29.4,K,48.7,K,89.0,K,31.0,K,57.0,K,33.1,K,4.0,K,52.6,K,2024
90,Alturas,Northeast Plateau,Nov 2024,1.33, ,1.94,K,175.0, ,5.4,K,47.5, ,25.9,K,36.1, ,92.0, ,50.0, ,74.0,K,28.2,K,6.2,K,42.3, ,2024
90,Alturas,Northeast Plateau,Dec 2024,1.02, ,1.54,K,138.0, ,5.5,K,48.4,K,25.2,K,35.7, ,94.0, ,51.0, ,76.0,K,28.8,K,5.5,K,37.2,K,2024
90,Alturas,Northeast Plateau,Jan 2025,1.22,K,0.48, ,207.0, ,4.4, ,47.0, ,20.3, ,31.6, ,90.0, ,44.0, ,70.0, ,22.5, ,4.3, ,34.6, ,2025
91,Tulelake FS,Northeast Plateau,Jan 2024,0.87, ,1.41, ,119.0, ,6.1,K,44.8,K,26.3, ,35.7,K,96.0, ,67.0, ,85.0,K,31.4,K,5.4,K,39.1,K,2024
91,Tulelake FS,Northeast Plateau,Feb 2024,1.4, ,1.48,K,217.0,K,5.5, ,47.0, ,25.0, ,35.5, ,96.0, ,56.0, ,78.0, ,29.2, ,5.4,K,39.7,K,2024
91,Tulelake FS,Northeast Plateau,Mar 2024,3.06, ,0.77,K,359.0,K,5.1,K,51.4, ,24.8, ,38.2,K,91.0,K,41.0,K,65.0, ,27.1, ,6.5,K,41.0,K,2024
91,Tulelake FS,Northeast Plateau,Apr 2024,4.21, ,0.99,K,479.0,K,6.1, ,59.8, ,27.4, ,44.1, ,91.0, ,37.0, ,62.0, ,31.4, ,5.3, ,48.3, ,2024
91,Tulelake FS,Northeast Plateau,May 2024,6.6, ,0.33,K,650.0,K,6.9,K,67.7,K,33.5,K,52.3,K,87.0,K,28.0,K,52.0, ,34.6, ,6.6,K,55.9,K,2024
91,Tulelake FS,Northeast Plateau,Jun 2024,7.55,K,0.22, ,684.0, ,9.7,K,79.7, ,45.1,K,63.4, ,84.0, ,26.0, ,48.0,K,43.3,K,5.5,K,66.4, ,2024
91,Tulelake FS,Northeast Plateau,Jul 2024,8.05,K,0.0, ,668.0,K,12.3, ,90.6,K,50.7,K,71.8,K,87.0, ,23.0, ,46.0,K,49.8,K,4.1, ,72.0, ,2024
91,Tulelake FS,Northeast Plateau,Aug 2024,6.52,K,0.65,K,561.0, ,10.3, ,83.0,K,44.8,K,64.2,K,90.0, ,25.0, ,51.0,K,45.1,K,4.3,K,68.4, ,2024
91,Tulelake FS,Northeast Plateau,Sep 2024,4.64, ,0.14,K,443.0,K,8.8,K,78.0,K,40.0,K,59.6,K,87.0,K,27.0,K,51.0, ,40.8, ,4.0,K,62.4,K,2024
91,Tulelake FS,Northeast Plateau,Oct 2024,2.76,K,0.75, ,301.0, ,7.0,K,66.5, ,31.4, ,48.6, ,89.0, ,37.0, ,62.0,K,35.2,K,3.5, ,53.6, ,2024
91,Tulelake FS,Northeast Plateau,Nov 2024,0.94, ,1.77,K,146.0, ,5.5,K,44.1,K,25.9, ,34.7, ,94.0, ,62.0, ,81.0,K,29.1,K,5.5,K,42.3, ,2024
91,Tulelake FS,Northeast Plateau,Dec 2024,0.71,K,2.26, ,122.0, ,5.7,K,44.7,K,24.5, ,33.8, ,96.0,K,65.0,K,85.0, ,29.7, ,4.5,K,37.2,K,2024
91,Tulelake FS,Northeast Plateau,Jan 2025,1.11, ,0.41, ,190.0, ,4.4, ,46.6, ,18.0, ,30.8, ,91.0, ,47.0, ,72.0, ,22.5, ,3.8, ,35.2,K,2025
99,Santa Monica,Los Angeles Basin,Jan 2024,2.72,K,0.21,K,492.0,L,6.9,L,66.4,L,50.6,L,57.5,L,71.0,L,35.0,L,51.0,L,38.4,L,2.9,K,53.9,L,2024
99,Santa Monica,Los Angeles Basin,Feb 2024,2.22, ,15.83,K,299.0,K,10.6, ,62.5, ,49.4, ,55.1, ,84.0, ,57.0, ,72.0, ,45.5, ,3.6, ,56.9, ,2024
99,Santa Monica,Los Angeles Basin,Mar 2024,4.02, ,5.65, ,473.0,K,10.8,K,63.9, ,49.3, ,56.1, ,86.0, ,54.0, ,70.0,K,46.2,K,4.2,K,59.5, ,2024
99,Santa Monica,Los Angeles Basin,Apr 2024,4.64, ,0.6,K,551.0,K,11.4, ,65.3, ,50.3, ,57.4, ,86.0, ,55.0, ,71.0, ,47.6, ,3.9, ,61.9, ,2024
99,Santa Monica,Los Angeles Basin,May 2024,4.57, ,0.15,K,529.0,K,13.2,K,65.4, ,54.1, ,59.1,K,88.0,K,65.0,K,77.0, ,51.8, ,3.9,K,66.1,K,2024
99,Santa Monica,Los Angeles Basin,Jun 2024,5.22, ,0.01, ,576.0, ,15.9, ,70.8,K,58.3, ,63.7, ,90.0, ,67.0, ,79.0, ,57.1, ,3.6, ,70.4,L,2024
99,Santa Monica,Los Angeles Basin,Jul 2024,6.13, ,0.0, ,638.0, ,17.6,K,74.5, ,60.6,K,66.3, ,91.0, ,67.0, ,80.0,K,59.9,K,3.5, ,78.9,L,2024
99,Santa Monica,Los Angeles Basin,Aug 2024,6.16, ,0.0, ,616.0, ,17.8, ,77.1, ,61.4, ,68.2, ,89.0, ,62.0, ,76.0, ,60.2, ,3.6, ,74.8,K,2024
99,Santa Monica,Los Angeles Basin,Sep 2024,4.52,K,0.0,K,482.0,K,16.8,K,75.6,K,60.7,K,67.2,K,87.0,K,61.0,K,76.0,L,58.5,L,3.4,K,76.4,L,2024
99,Santa Monica,Los Angeles Basin,Oct 2024,3.51, ,0.05,K,383.0,K,14.3,K,72.7, ,57.3, ,63.6,K,87.0,K,56.0,K,72.0,K,53.1,K,3.1,K,68.2,K,2024
99,Santa Monica,Los Angeles Basin,Nov 2024,2.98, ,0.16, ,311.0,K,8.4, ,69.9, ,51.5, ,59.5, ,73.0, ,33.0, ,50.0, ,38.5, ,3.6,K,60.6, ,2024
99,Santa Monica,Los Angeles Basin,Dec 2024,1.93,K,0.04, ,238.0, ,9.6, ,65.8,K,49.8,K,56.4,K,82.0, ,45.0, ,66.0,L,42.7,L,2.7, ,58.4, ,2024
99,Santa Monica,Los Angeles Basin,Jan 2025,2.82, ,1.11, ,288.0, ,6.8,K,65.9, ,48.1, ,56.3, ,66.0, ,33.0, ,47.0,K,31.9,K,4.0,K,58.3, ,2025
103,Windsor,North Coast Valleys,Jan 2024,1.1, ,9.4,K,161.0, ,11.2, ,60.8,K,41.5, ,50.1, ,100.0, ,69.0, ,89.0, ,47.0, ,2.5, ,55.1,K,2024
103,Windsor,North Coast Valleys,Feb 2024,1.56, ,9.58, ,229.0, ,10.6, ,61.1, ,40.6, ,49.6, ,100.0, ,65.0, ,87.0, ,45.9, ,2.8,K,56.5,K,2024
103,Windsor,North Coast Valleys,Mar 2024,2.94, ,4.77, ,343.0, ,10.4, ,63.6, ,41.3, ,51.4,K,99.0, ,59.0, ,81.0,K,45.2,K,3.3,K,59.8,K,2024
103,Windsor,North Coast Valleys,Apr 2024,4.51,K,0.85, ,493.0, ,11.0, ,70.6,K,42.8, ,55.4, ,98.0, ,48.0, ,73.0, ,46.7, ,3.3, ,66.0,K,2024
103,Windsor,North Coast Valleys,May 2024,6.23,K,0.71,K,622.0,K,11.6,K,76.4, ,46.1,K,60.4,K,96.0,K,43.0,K,66.0,K,48.1,K,3.7,K,72.1,K,2024
103,Windsor,North Coast Valleys,Jun 2024,7.02,K,0.0, ,667.0, ,13.5,K,84.6, ,49.0,K,65.7,K,97.0,K,39.0,K,63.0,K,52.3,K,3.5,K,77.7,K,2024
103,Windsor,North Coast Valleys,Jul 2024,7.06,K,0.02, ,644.0, ,15.5,K,88.0,K,52.8, ,67.8,K,99.0,K,41.0,K,69.0,L,56.3,L,3.2, ,80.7,K,2024
103,Windsor,North Coast Valleys,Aug 2024,6.06, ,0.01, ,567.0, ,14.7, ,85.4, ,50.3, ,65.4, ,100.0, ,39.0, ,69.0, ,54.8, ,3.1, ,78.1, ,2024
103,Windsor,North Coast Valleys,Sep 2024,4.64, ,0.01,K,467.0,K,14.0,K,83.9, ,48.6, ,63.0,K,100.0,K,41.0,K,72.0, ,53.5, ,2.8,K,72.8,K,2024
103,Windsor,North Coast Valleys,Oct 2024,3.56,K,0.41, ,341.0, ,11.9,K,84.0,K,44.5, ,61.4,K,97.0, ,34.0, ,66.0,L,47.8,L,2.2, ,65.8, ,2024
103,Windsor,North Coast Valleys,Nov 2024,1.58, ,14.39, ,204.0, ,9.9,K,65.1, ,37.7,K,50.3, ,99.0, ,52.0, ,79.0,K,43.4,K,2.3, ,54.5, ,2024
103,Windsor,North Coast Valleys,Dec 2024,1.08,K,8.56, ,157.0, ,10.9,K,61.6,K,39.9,K,49.2,K,100.0, ,69.0, ,90.0,K,46.4,K,2.1, ,52.6,K,2024
103,Windsor,North Coast Valleys,Jan 2025,1.77,K,1.17, ,219.0, ,8.1, ,63.5,K,34.3, ,47.0,K,99.0, ,49.0, ,75.0,K,38.4,K,2.3, ,50.5, ,2025
104,De Laveaga,Monterey Bay,Jan 2024,1.38,K,10.22,K,177.0, ,11.1, ,60.2,K,43.9, ,51.1,K,97.0, ,65.0, ,86.0,K,46.8,K,2.6,K,52.7, ,2024
104,De Laveaga,Monterey Bay,Feb 2024,1.99, ,7.56, ,248.0, ,10.7, ,60.9, ,43.4,K,51.0, ,97.0, ,63.0, ,84.0, ,46.1, ,3.0,K,54.1, ,2024
104,De Laveaga,Monterey Bay,Mar 2024,3.6,K,6.31,K,384.0,K,10.4,K,62.5, ,44.2, ,52.3,K,96.0,K,55.0,K,79.0,K,45.3,K,3.0,K,57.7,K,2024
104,De Laveaga,Monterey Bay,Apr 2024,4.47,K,1.61,K,504.0, ,10.8, ,66.2,K,44.6, ,54.0,K,96.0, ,52.0, ,76.0,K,46.4,K,3.1,K,62.0, ,2024
104,De Laveaga,Monterey Bay,May 2024,5.29,K,0.94,K,597.0,K,11.8,K,67.1, ,46.9, ,55.4,K,97.0,K,57.0,K,79.0, ,48.7, ,2.7,K,69.4,K,2024
104,De Laveaga,Monterey Bay,Jun 2024,5.81,K,0.02, ,644.0, ,13.0, ,72.9, ,50.1, ,59.2, ,97.0, ,51.0, ,76.0, ,51.4, ,2.4,K,76.8, ,2024
104,De Laveaga,Monterey Bay,Jul 2024,5.76,K,0.02, ,639.0, ,14.9, ,74.4, ,53.5, ,61.3, ,98.0, ,56.0, ,80.0, ,55.2, ,2.2,K,80.7, ,2024
104,De Laveaga,Monterey Bay,Aug 2024,5.52,K,0.05,K,593.0,K,14.4, ,78.1,K,52.9, ,62.5, ,97.0, ,48.0, ,75.0, ,54.3, ,2.3,K,80.0, ,2024
104,De Laveaga,Monterey Bay,Sep 2024,3.96,K,0.09,K,449.0,K,14.3,K,75.6,K,52.5, ,61.0,K,98.0,K,53.0,K,79.0, ,54.1, ,2.2,K,75.3,K,2024
104,De Laveaga,Monterey Bay,Oct 2024,3.6,K,0.2,K,371.0,K,11.6,K,76.6,K,50.6,K,60.8,K,88.0,K,39.0,K,64.0,K,47.3,K,2.5,K,69.6,K,2024
104,De Laveaga,Monterey Bay,Nov 2024,1.89,K,2.19,K,234.0, ,9.2,K,64.8, ,43.1,K,52.6, ,87.0, ,45.0, ,68.0,K,41.5,K,2.7,K,56.8, ,2024
104,De Laveaga,Monterey Bay,Dec 2024,1.42,K,3.6,K,186.0,K,10.7,K,63.6,K,44.3,K,52.4,K,93.0, ,58.0, ,79.0,K,45.4,K,2.6,K,53.6,K,2024
104,De Laveaga,Monterey Bay,Jan 2025,2.09,K,0.53, ,246.0, ,7.6, ,62.4, ,39.0, ,49.4,K,86.0, ,43.0, ,64.0,K,36.7,K,2.9,K,50.6, ,2025
105,Westlands,San Joaquin Valley,Jan 2024,1.29,K,1.11,K,171.0, ,10.4, ,59.3,K,40.9,K,49.6,K,97.0, ,66.0, ,85.0,K,45.0,K,3.6,K,52.7, ,2024
105,Westlands,San Joaquin Valley,Feb 2024,2.04, ,2.57, ,275.0, ,10.3, ,62.7, ,40.2, ,50.8,K,96.0, ,59.0, ,81.0,K,45.2,K,4.5,K,53.8, ,2024
105,Westlands,San Joaquin Valley,Mar 2024,3.82, ,1.16,K,416.0,K,9.9,K,68.5, ,40.4, ,53.9,K,93.0,K,43.0,K,70.0, ,44.0, ,4.7,K,57.1,K,2024
105,Westlands,San Joaquin Valley,Apr 2024,5.76, ,0.96, ,541.0, ,10.3,K,76.0,K,44.2,K,60.3,K,86.0, ,35.0, ,58.0,K,44.9,K,5.4, ,62.5, ,2024
105,Westlands,San Joaquin Valley,May 2024,8.67, ,0.07,K,675.0,K,9.5,K,86.2, ,51.1,K,70.0,K,67.0,K,23.0,K,39.0,K,42.9,K,6.6,K,71.9,K,2024
105,Westlands,San Joaquin Valley,Jun 2024,9.26, ,0.0, ,649.0,K,11.3, ,96.7, ,61.3,K,80.3,K,54.0, ,20.0, ,32.0,K,47.3,K,6.1,K,84.0, ,2024
105,Westlands,San Joaquin Valley,Jul 2024,9.84,K,0.0, ,641.0, ,13.7, ,104.8,K,67.2,K,86.6,K,54.0, ,18.0, ,32.0,K,52.8,K,5.6, ,91.9, ,2024
105,Westlands,San Joaquin Valley,Aug 2024,8.63, ,0.0, ,586.0,K,12.4, ,98.6,K,63.5,K,81.3, ,58.0, ,20.0, ,35.0, ,50.1, ,5.7, ,90.2, ,2024
105,Westlands,San Joaquin Valley,Sep 2024,6.59, ,0.02,K,486.0,K,11.6,K,94.7,K,58.7, ,76.5,K,61.0,K,22.0,K,38.0, ,48.3, ,5.1,K,85.2,K,2024
105,Westlands,San Joaquin Valley,Oct 2024,5.1,K,0.0, ,377.0,K,9.4,K,86.9,K,51.8,K,69.0,K,57.0, ,24.0, ,39.0,K,41.8,K,5.0,K,76.8,K,2024
105,Westlands,San Joaquin Valley,Nov 2024,2.49, ,0.97, ,245.0, ,7.8, ,66.3,K,37.7, ,51.5, ,81.0, ,42.0, ,61.0, ,37.2, ,4.8,K,60.5, ,2024
105,Westlands,San Joaquin Valley,Dec 2024,1.15, ,0.82, ,159.0, ,9.8, ,60.3, ,37.5, ,48.1, ,96.0, ,64.0, ,85.0, ,43.7, ,4.0,K,53.6, ,2024
105,Westlands,San Joaquin Valley,Jan 2025,1.89, ,0.13, ,227.0, ,7.0, ,61.6, ,30.1, ,44.7, ,89.0, ,45.0, ,69.0, ,35.0, ,3.9,K,48.4, ,2025
106,Sanel Valley,North Coast Valleys,Jan 2024,1.08, ,8.48,K,150.0, ,10.5, ,59.7,K,40.5, ,49.1,K,98.0, ,66.0, ,87.0,K,45.3,K,3.1,K,51.1,K,2024
106,Sanel Valley,North Coast Valleys,Feb 2024,1.56, ,8.77, ,218.0, ,9.5, ,60.6, ,38.7, ,48.2, ,97.0, ,59.0, ,82.0, ,43.0, ,3.6,K,52.1, ,2024
106,Sanel Valley,North Coast Valleys,Mar 2024,2.82,K,6.15,K,329.0,K,9.2,K,63.0, ,38.0, ,49.4,K,96.0,K,54.0,K,77.0, ,42.2, ,3.5,K,53.9,K,2024
106,Sanel Valley,North Coast Valleys,Apr 2024,4.6,K,1.21, ,488.0, ,10.0, ,71.5, ,38.8,K,54.1,K,96.0, ,44.0, ,70.0,K,44.3,K,3.6, ,58.6, ,2024
106,Sanel Valley,North Coast Valleys,May 2024,6.86, ,0.9,K,645.0,K,11.0,K,81.1, ,41.3, ,61.1,K,95.0,K,35.0,K,60.0, ,46.6, ,3.7,K,65.6,K,2024
106,Sanel Valley,North Coast Valleys,Jun 2024,7.93, ,0.0, ,672.0, ,12.6, ,90.8,K,47.4, ,69.4,K,90.0, ,28.0, ,51.0,K,50.3,K,4.1, ,73.2, ,2024
106,Sanel Valley,North Coast Valleys,Jul 2024,8.34,K,0.0, ,659.0, ,14.8,K,97.9,K,53.1, ,75.1,K,89.0, ,27.0, ,50.0,K,54.9,K,3.8, ,74.2, ,2024
106,Sanel Valley,North Coast Valleys,Aug 2024,6.99, ,0.02, ,574.0, ,13.2, ,91.3,K,48.5,K,69.7,K,92.0, ,28.0, ,54.0,K,51.9,K,3.7, ,69.4, ,2024
106,Sanel Valley,North Coast Valleys,Sep 2024,5.42, ,0.21,K,482.0,K,12.1,K,91.3, ,45.5, ,66.9,K,93.0,K,27.0,K,54.0, ,49.3, ,3.3,K,66.0,K,2024
106,Sanel Valley,North Coast Valleys,Oct 2024,3.84, ,0.72, ,343.0, ,10.0,K,84.6,K,40.8, ,60.5,K,88.0, ,29.0, ,57.0,K,43.9,K,3.0, ,61.7, ,2024
106,Sanel Valley,North Coast Valleys,Nov 2024,1.5, ,12.8,K,196.0, ,9.1,K,63.2, ,35.4,K,47.8, ,98.0, ,50.0, ,79.0,K,41.1,K,3.2,K,53.1, ,2024
106,Sanel Valley,North Coast Valleys,Dec 2024,1.11, ,9.02,K,155.0, ,10.0,K,61.7,K,38.5, ,48.2,K,98.0, ,61.0, ,86.0,K,44.1,K,3.0, ,51.1,K,2024
106,Sanel Valley,North Coast Valleys,Jan 2025,1.6, ,0.96, ,220.0, ,7.6, ,64.1,K,30.9, ,43.7, ,97.0, ,44.0, ,77.0, ,36.7, ,2.6, ,47.8, ,2025
107,Santa Barbara,Central Coast Valleys,Jan 2024,1.92,K,2.51, ,260.0, ,8.7, ,64.8, ,46.3, ,54.7, ,75.0, ,40.0, ,59.0, ,39.9, ,1.5, ,56.1, ,2024
107,Santa Barbara,Central Coast Valleys,Feb 2024,1.98,K,12.6, ,288.0, ,9.9, ,63.1, ,46.5, ,54.0, ,85.0, ,50.0, ,69.0, ,43.6, ,1.5, ,57.4, ,2024
107,Santa Barbara,Central Coast Valleys,Mar 2024,3.46,K,5.65, ,427.0, ,9.8,K,65.1, ,46.8, ,55.1, ,85.0, ,47.0, ,66.0,K,43.6,K,1.7, ,60.3, ,2024
107,Santa Barbara,Central Coast Valleys,Apr 2024,3.94,K,1.22,K,485.0, ,10.4, ,66.2, ,48.1,K,56.9, ,88.0, ,48.0, ,66.0, ,45.0, ,1.6,K,63.3, ,2024
107,Santa Barbara,Central Coast Valleys,May 2024,3.3,K,0.07,K,416.0,K,12.9,K,64.9, ,50.8, ,57.2,K,97.0,K,62.0,K,81.0,K,50.9,K,1.5,K,65.8,K,2024
107,Santa Barbara,Central Coast Valleys,Jun 2024,4.8,K,0.02,K,547.0, ,13.8,K,71.9,K,55.4,L,62.4, ,95.0,K,38.0,K,74.0,L,53.7,L,1.5,K,70.6, ,2024
107,Santa Barbara,Central Coast Valleys,Jul 2024,5.9,K,0.02,K,644.0, ,16.6, ,75.3, ,57.2,L,64.3,K,95.0,K,63.0,K,81.0, ,58.3, ,1.5,K,75.8, ,2024
107,Santa Barbara,Central Coast Valleys,Aug 2024,5.66,K,0.43, ,598.0, ,16.9, ,77.6, ,57.5, ,66.2, ,94.0, ,57.0, ,77.0, ,58.7, ,1.5,K,76.4, ,2024
107,Santa Barbara,Central Coast Valleys,Sep 2024,3.82,K,0.28,K,442.0,K,16.6,K,76.1,K,57.5, ,64.8,K,93.0,K,61.0,K,79.0,K,58.0,K,1.5,K,73.8,K,2024
107,Santa Barbara,Central Coast Valleys,Oct 2024,3.04,K,0.25,K,358.0, ,14.5, ,74.6, ,54.8, ,62.5, ,91.0, ,54.0, ,75.0, ,53.7, ,1.4, ,71.0, ,2024
107,Santa Barbara,Central Coast Valleys,Nov 2024,2.11,K,0.42, ,287.0, ,9.0, ,68.4, ,46.2, ,56.2, ,78.0, ,40.0, ,59.0, ,40.9, ,1.3, ,61.3, ,2024
107,Santa Barbara,Central Coast Valleys,Dec 2024,1.64,K,0.17, ,231.0, ,10.0, ,66.7,K,44.9, ,54.1,K,88.0, ,50.0, ,71.0,K,43.9,K,1.3, ,57.2, ,2024
107,Santa Barbara,Central Coast Valleys,Jan 2025,2.28,K,0.35,K,287.0,K,7.0,K,65.9, ,42.6,K,53.4, ,71.0, ,35.0, ,52.0,K,34.3,K,2.0, ,55.4, ,2025
113,King City-Oasis Rd.,Monterey Bay,Jan 2024,1.74,K,1.76, ,214.0, ,10.0, ,62.5,K,39.3, ,49.7,K,95.0, ,56.0, ,81.0,K,43.9,K,4.0, ,52.4, ,2024
113,King City-Oasis Rd.,Monterey Bay,Feb 2024,2.23,K,4.7, ,292.0, ,10.2, ,62.8, ,40.4,K,50.3, ,96.0, ,57.0, ,82.0, ,44.8, ,4.2,K,52.3, ,2024
113,King City-Oasis Rd.,Monterey Bay,Mar 2024,3.95,K,1.32,K,431.0,K,9.8,K,67.1, ,40.0, ,52.0,K,95.0,K,49.0,K,75.0, ,44.0, ,4.8,K,53.6,K,2024
113,King City-Oasis Rd.,Monterey Bay,Apr 2024,5.37,K,0.94,K,565.0,K,10.7, ,72.8, ,41.7, ,55.2, ,95.0, ,45.0, ,72.0, ,46.1, ,5.3, ,55.9, ,2024
113,King City-Oasis Rd.,Monterey Bay,May 2024,7.14,K,0.27,K,651.0,K,10.8,K,80.2, ,43.0, ,58.8,K,95.0,K,33.0,K,64.0, ,46.3, ,5.5,K,60.1,K,2024
113,King City-Oasis Rd.,Monterey Bay,Jun 2024,8.05,K,0.0, ,679.0, ,12.0,K,89.1,K,47.8, ,65.2,K,92.0, ,28.0, ,57.0,K,49.2,K,5.8, ,66.0, ,2024
113,King City-Oasis Rd.,Monterey Bay,Jul 2024,8.51,K,0.01, ,663.0, ,13.9, ,95.5,K,52.1, ,69.7,K,94.0, ,27.0, ,57.0,K,53.4,K,5.3, ,71.3, ,2024
113,King City-Oasis Rd.,Monterey Bay,Aug 2024,7.67,K,0.01, ,615.0,K,13.3, ,91.8,K,50.7, ,67.8,K,93.0, ,27.0, ,58.0,L,52.0,L,5.5,K,72.2, ,2024
113,King City-Oasis Rd.,Monterey Bay,Sep 2024,5.6,K,0.43,K,491.0,K,13.2,K,90.1,K,49.8, ,65.3,K,95.0,K,30.0,K,63.0, ,51.8, ,4.2,K,70.3,K,2024
113,King City-Oasis Rd.,Monterey Bay,Oct 2024,4.68,K,0.02,K,388.0,K,10.6,K,87.3,K,46.1,K,62.4,L,87.0,K,25.0,K,56.0,L,45.1,L,4.2,K,66.2,K,2024
113,King City-Oasis Rd.,Monterey Bay,Nov 2024,2.44, ,1.19, ,256.0, ,8.3,K,68.2, ,36.3, ,51.0, ,90.0, ,38.0, ,65.0,K,38.8,K,4.2,K,58.2, ,2024
113,King City-Oasis Rd.,Monterey Bay,Dec 2024,1.89, ,0.55, ,224.0,K,9.5,K,67.9,K,37.9,K,50.5,K,95.0, ,46.0, ,75.0,K,42.5,K,3.5, ,52.8, ,2024
113,King City-Oasis Rd.,Monterey Bay,Jan 2025,2.28, ,0.16, ,268.0, ,6.8, ,66.5,K,31.4, ,46.0, ,92.0, ,32.0, ,64.0, ,34.1, ,3.6, ,49.2, ,2025
114,Arroyo Seco,Monterey Bay,Jan 2024,1.78, ,1.91, ,210.0, ,11.4,K,66.1,K,43.5, ,52.8,K,99.0, ,58.0, ,83.0,K,47.6,K,4.5,K,52.1, ,2024
114,Arroyo Seco,Monterey Bay,Feb 2024,2.22, ,3.93, ,275.0, ,11.7,K,65.7,L,44.6,K,53.5, ,100.0, ,57.0, ,84.0,K,48.7,K,4.9,K,53.5, ,2024
114,Arroyo Seco,Monterey Bay,Mar 2024,4.08,K,1.67, ,411.0, ,11.9, ,72.5,K,45.1,K,56.5, ,98.0, ,49.0, ,77.0, ,49.0, ,5.6, ,57.3, ,2024
114,Arroyo Seco,Monterey Bay,Apr 2024,5.52, ,1.02,K,563.0,K,12.0,K,73.8,K,46.7, ,58.0,K,96.0, ,48.0, ,73.0,K,49.2,K,6.2, ,61.3, ,2024
114,Arroyo Seco,Monterey Bay,May 2024,6.58,K,0.07,K,634.0,K,11.2,K,73.4, ,45.4, ,57.3,K,92.0,K,45.0,K,70.0, ,47.4, ,7.1,K,64.1,K,2024
114,Arroyo Seco,Monterey Bay,Jun 2024,7.27, ,0.0, ,666.0, ,12.9,K,78.6, ,49.9,K,61.6, ,91.0, ,46.0, ,69.0,K,51.2,K,7.7, ,66.2, ,2024
114,Arroyo Seco,Monterey Bay,Jul 2024,7.47,K,0.0, ,654.0, ,15.2, ,82.8,K,53.0,K,64.7,K,95.0, ,47.0, ,73.0,K,55.7,K,6.5, ,68.9, ,2024
114,Arroyo Seco,Monterey Bay,Aug 2024,6.75,K,0.0, ,592.0, ,14.6,K,80.7, ,51.6, ,64.1, ,94.0, ,47.0, ,72.0,K,54.6,K,6.4, ,68.9, ,2024
114,Arroyo Seco,Monterey Bay,Sep 2024,5.16, ,0.0,K,485.0,K,14.3,K,81.2,K,51.1, ,62.9,K,95.0,K,47.0,K,74.0, ,54.1, ,5.5,K,66.4,K,2024
114,Arroyo Seco,Monterey Bay,Oct 2024,4.18,K,0.0,K,364.0,K,11.8,K,81.1,K,46.5,K,60.2,L,91.0,K,37.0,K,67.0,L,47.6,L,4.7,K,63.2,K,2024
114,Arroyo Seco,Monterey Bay,Nov 2024,2.36, ,1.14, ,254.0, ,8.8,K,67.0, ,38.0, ,51.2, ,92.0, ,41.0, ,68.0,K,40.5,K,4.3,K,54.1,K,2024
114,Arroyo Seco,Monterey Bay,Dec 2024,1.81, ,0.56, ,206.0, ,9.8,K,67.0,K,39.5,K,51.1,K,95.0, ,49.0, ,76.0,K,43.4,K,3.9, ,52.8,K,2024
114,Arroyo Seco,Monterey Bay,Jan 2025,2.2, ,0.15, ,246.0, ,7.0, ,64.9, ,33.1, ,46.3, ,90.0, ,36.0, ,66.0, ,35.0, ,4.1, ,49.8, ,2025
116,Salinas North,Monterey Bay,Jan 2024,,N,3.68, ,199.0, ,11.3, ,60.7,K,44.2, ,51.4,K,96.0, ,69.0, ,86.0,K,47.4,K,5.9,K,53.0,K,2024
116,Salinas North,Monterey Bay,Feb 2024,,N,4.01, ,287.0, ,11.2, ,61.8, ,44.0, ,51.6, ,97.0, ,65.0, ,86.0, ,47.4, ,6.2,K,53.4, ,2024
116,Salinas North,Monterey Bay,Mar 2024,,N,3.13, ,401.0,K,11.3, ,62.6, ,44.7, ,52.7, ,96.0, ,65.0, ,83.0, ,47.6, ,5.3, ,54.8, ,2024
116,Salinas North,Monterey Bay,Apr 2024,,N,1.11, ,518.0, ,11.7, ,63.9, ,45.8, ,53.7, ,96.0, ,66.0, ,83.0, ,48.5, ,5.3,K,61.5, ,2024
116,Salinas North,Monterey Bay,May 2024,,N,0.71,K,562.0,K,12.3,K,62.7, ,47.3, ,54.2,K,97.0,K,71.0,K,86.0, ,49.9, ,6.1,K,65.0,K,2024
116,Salinas North,Monterey Bay,Jun 2024,,N,0.7,K,600.0, ,13.3, ,64.9, ,50.4, ,56.4, ,97.0, ,72.0, ,86.0, ,52.2, ,6.7, ,67.3, ,2024
116,Salinas North,Monterey Bay,Jul 2024,,N,1.0,K,588.0, ,15.3, ,67.9,K,53.4, ,59.2, ,99.0, ,75.0, ,89.0, ,56.0, ,6.5,K,70.2, ,2024
