Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc.1,Avg Sol Rad (Ly/day),qc.2,Avg Vap Pres (mBars),qc.3,Avg Max Air Temp (F),qc.4,Avg Min Air Temp (F),qc.5,Avg Air Temp (F),qc.6,Avg Max Rel Hum (%),qc.7,Avg Min Rel Hum (%),qc.8,Avg Rel Hum (%),qc.9,Avg Dew Point (F),qc.10,Avg Wind Speed (mph),qc.11,Avg Soil Temp (F),qc.12,month,year
99,Santa Monica,Los Angeles Basin,Mar 2023,3.33, ,8.07,K,398.0,K,9.6,K,60.9, ,47.8, ,53.8, ,84.0, ,54.0, ,69.0,K,42.6,K,4.3,K,50.2,L,Mar,2023
99,Santa Monica,Los Angeles Basin,Apr 2023,4.42, ,0.11,K,513.0,K,10.9,K,64.4, ,51.7,K,57.4,K,83.0, ,56.0, ,69.0,K,46.0,K,3.8,K,55.3,L,Apr,2023
99,Santa Monica,Los Angeles Basin,May 2023,4.13, ,0.67, ,472.0, ,13.3, ,65.0, ,54.4,K,59.0, ,88.0, ,65.0, ,77.0, ,51.9, ,3.9, ,59.0,K,May,2023
99,Santa Monica,Los Angeles Basin,Jun 2023,4.63, ,0.02, ,521.0, ,14.4,K,68.3, ,56.8, ,61.8, ,87.0, ,63.0, ,76.0,K,54.2,K,3.9, ,61.4,K,Jun,2023
99,Santa Monica,Los Angeles Basin,Jul 2023,6.45, ,0.0, ,658.0,K,17.5,K,75.9,K,60.8, ,67.2,K,90.0, ,61.0, ,77.0,K,59.6,K,3.6, ,66.0,K,Jul,2023
99,Santa Monica,Los Angeles Basin,Aug 2023,5.74, ,3.82,K,580.0,K,18.4, ,77.1, ,62.9,K,69.0,K,89.0,K,62.0,K,76.0, ,61.0, ,3.7,K,66.8,K,Aug,2023
99,Santa Monica,Los Angeles Basin,Sep 2023,4.05, ,0.06, ,438.0,K,17.1, ,74.8, ,61.6, ,67.3, ,87.0, ,62.0, ,75.0, ,59.0, ,3.5,K,65.5,K,Sep,2023
99,Santa Monica,Los Angeles Basin,Oct 2023,4.11, ,0.01,K,435.0,K,13.7,K,75.4, ,57.5, ,65.8, ,81.0, ,49.0, ,65.0,K,51.2,K,3.5,K,61.8,K,Oct,2023
99,Santa Monica,Los Angeles Basin,Nov 2023,3.33, ,0.33, ,336.0,K,8.3,K,74.0, ,55.6, ,63.5, ,63.0, ,26.0, ,43.0,K,37.0,K,3.7,K,54.3,K,Nov,2023
99,Santa Monica,Los Angeles Basin,Dec 2023,2.21, ,2.6,K,245.0,K,9.7,K,68.5,K,53.1,K,59.8,K,74.0, ,42.0, ,57.0,K,41.9,K,3.4, ,53.0, ,Dec,2023
99,Santa Monica,Los Angeles Basin,Jan 2024,2.72,K,0.21,K,492.0,L,6.9,L,66.4,L,50.6,L,57.5,L,71.0,L,35.0,L,51.0,L,38.4,L,2.9,K,53.9,L,Jan,2024
99,Santa Monica,Los Angeles Basin,Feb 2024,2.22, ,15.83,K,299.0,K,10.6, ,62.5, ,49.4, ,55.1, ,84.0, ,57.0, ,72.0, ,45.5, ,3.6, ,56.9, ,Feb,2024
99,Santa Monica,Los Angeles Basin,Mar 2024,4.02, ,5.65, ,473.0,K,10.8,K,63.9, ,49.3, ,56.1, ,86.0, ,54.0, ,70.0,K,46.2,K,4.2,K,59.5, ,Mar,2024
99,Santa Monica,Los Angeles Basin,Apr 2024,4.64, ,0.6,K,551.0,K,11.4, ,65.3, ,50.3, ,57.4, ,86.0, ,55.0, ,71.0, ,47.6, ,3.9, ,61.9, ,Apr,2024
99,Santa Monica,Los Angeles Basin,May 2024,4.57, ,0.15,K,529.0,K,13.2,K,65.4, ,54.1, ,59.1,K,88.0,K,65.0,K,77.0, ,51.8, ,3.9,K,66.1,K,May,2024
99,Santa Monica,Los Angeles Basin,Jun 2024,5.22, ,0.01, ,576.0, ,15.9, ,70.8,K,58.3, ,63.7, ,90.0, ,67.0, ,79.0, ,57.1, ,3.6, ,70.4,L,Jun,2024
99,Santa Monica,Los Angeles Basin,Jul 2024,6.13, ,0.0, ,638.0, ,17.6,K,74.5, ,60.6,K,66.3, ,91.0, ,67.0, ,80.0,K,59.9,K,3.5, ,78.9,L,Jul,2024
99,Santa Monica,Los Angeles Basin,Aug 2024,6.16, ,0.0, ,616.0, ,17.8, ,77.1, ,61.4, ,68.2, ,89.0, ,62.0, ,76.0, ,60.2, ,3.6, ,74.8,K,Aug,2024
99,Santa Monica,Los Angeles Basin,Sep 2024,4.52,K,0.0,K,482.0,K,16.8,K,75.6,K,60.7,K,67.2,K,87.0,K,61.0,K,76.0,L,58.5,L,3.4,K,76.4,L,Sep,2024
99,Santa Monica,Los Angeles Basin,Oct 2024,3.51, ,0.05,K,383.0,K,14.3,K,72.7, ,57.3, ,63.6,K,87.0,K,56.0,K,72.0,K,53.1,K,3.1,K,68.2,K,Oct,2024
99,Santa Monica,Los Angeles Basin,Nov 2024,2.98, ,0.16, ,311.0,K,8.4, ,69.9, ,51.5, ,59.5, ,73.0, ,33.0, ,50.0, ,38.5, ,3.6,K,60.6, ,Nov,2024
99,Santa Monica,Los Angeles Basin,Dec 2024,1.93,K,0.04, ,238.0, ,9.6, ,65.8,K,49.8,K,56.4,K,82.0, ,45.0, ,66.0,L,42.7,L,2.7, ,58.4, ,Dec,2024
99,Santa Monica,Los Angeles Basin,Jan 2025,2.82, ,1.11, ,288.0, ,6.8,K,65.9, ,48.1, ,56.3, ,66.0, ,33.0, ,47.0,K,31.9,K,4.0,K,58.3, ,Jan,2025
99,Santa Monica,Los Angeles Basin,Feb 2025,2.56,K,4.39,K,352.0,K,11.3, ,65.1,K,49.7, ,56.5,K,89.0, ,53.0, ,73.0,K,47.4,K,3.6, ,60.1, ,Feb,2025
159,Monrovia,Los Angeles Basin,Feb 2009,2.09, ,1.98, ,254.0, ,8.6, ,65.7,K,44.2, ,54.2, ,80.0, ,39.0, ,61.0, ,39.7, ,3.1, ,56.4, ,Feb,2009
159,Monrovia,Los Angeles Basin,Mar 2009,3.58, ,0.68, ,368.0, ,9.5, ,69.6, ,46.1, ,57.2, ,82.0, ,38.0, ,60.0, ,42.7, ,3.4, ,61.2, ,Mar,2009
159,Monrovia,Los Angeles Basin,Apr 2009,3.6,K,0.23, ,343.0, ,9.6,K,73.2,K,48.7,K,60.5, ,78.0, ,36.0, ,55.0,K,42.9,K,3.6, ,64.5, ,Apr,2009
159,Monrovia,Los Angeles Basin,May 2009,4.37, ,0.14, ,400.0, ,14.7, ,79.8,K,57.0, ,66.5, ,84.0, ,46.0, ,66.0, ,54.8, ,3.7, ,71.6, ,May,2009
159,Monrovia,Los Angeles Basin,Jun 2009,3.5, ,0.2, ,342.0, ,15.0, ,76.8, ,57.7, ,66.2, ,85.0, ,51.0, ,68.0, ,55.4, ,3.4, ,71.4, ,Jun,2009
159,Monrovia,Los Angeles Basin,Jul 2009,6.32, ,0.0, ,507.0, ,16.6, ,91.3, ,62.2, ,75.2, ,81.0, ,34.0, ,56.0, ,58.0, ,3.7, ,80.9, ,Jul,2009
159,Monrovia,Los Angeles Basin,Aug 2009,5.95,K,0.0,K,480.0,K,15.1,K,89.9,K,61.7, ,74.2,K,76.0,K,34.0,K,54.0,K,55.1,K,3.4,K,76.8,K,Aug,2009
159,Monrovia,Los Angeles Basin,Sep 2009,4.85, ,0.04, ,410.0, ,15.7,K,91.0, ,62.0, ,74.7, ,77.0, ,32.0, ,55.0,K,56.2,K,3.2, ,75.0, ,Sep,2009
159,Monrovia,Los Angeles Basin,Oct 2009,3.41, ,1.11, ,315.0, ,11.4, ,78.4,K,53.4, ,64.8, ,76.0,K,34.0,K,55.0, ,46.3, ,2.9, ,66.0,L,Oct,2009
159,Monrovia,Los Angeles Basin,Nov 2009,2.59,K,0.0,K,268.0,K,8.7,K,75.5,K,48.1, ,60.1,K,74.0,K,27.0,K,50.0, ,39.7, ,2.7,K,,L,Nov,2009
159,Monrovia,Los Angeles Basin,Dec 2009,1.69,K,3.6,K,194.0,K,8.0,K,64.2, ,43.7, ,52.9,K,79.0,K,38.0,K,58.0,K,37.9,K,2.7,K,,L,Dec,2009
159,Monrovia,Los Angeles Basin,Jan 2010,1.9, ,6.49, ,203.0, ,8.4, ,67.9,K,45.3, ,55.0, ,77.0, ,38.0, ,58.0, ,39.3, ,2.7, ,54.8,L,Jan,2010
159,Monrovia,Los Angeles Basin,Feb 2010,2.02, ,11.21,K,252.0, ,9.7, ,66.6,K,45.4, ,55.3, ,85.0, ,42.0, ,66.0, ,43.3, ,2.9, ,57.3, ,Feb,2010
159,Monrovia,Los Angeles Basin,Mar 2010,3.68, ,7.93, ,361.0, ,9.1, ,71.2, ,46.7, ,58.3, ,81.0, ,34.0, ,56.0, ,41.5, ,3.3, ,60.8, ,Mar,2010
159,Monrovia,Los Angeles Basin,Apr 2010,4.25, ,60.93,K,440.0, ,10.1, ,70.0, ,47.4, ,58.1, ,84.0,K,40.0,K,61.0, ,44.2, ,3.7,K,64.0, ,Apr,2010
159,Monrovia,Los Angeles Basin,May 2010,5.21, ,80.67,K,492.0, ,11.7, ,74.9, ,51.7, ,62.5, ,84.0, ,41.0, ,61.0, ,48.3, ,3.7, ,68.8, ,May,2010
159,Monrovia,Los Angeles Basin,Jun 2010,5.19, ,24.3,K,497.0, ,15.5, ,80.3, ,58.0, ,67.3, ,86.0, ,47.0, ,68.0, ,56.3, ,3.7, ,74.4, ,Jun,2010
159,Monrovia,Los Angeles Basin,Jul 2010,5.73, ,44.68,K,508.0, ,16.5, ,84.3, ,60.3, ,70.6, ,85.0, ,45.0, ,65.0, ,57.9, ,3.8, ,75.4, ,Jul,2010
159,Monrovia,Los Angeles Basin,Aug 2010,5.85, ,0.0, ,480.0, ,14.6, ,88.4, ,58.4, ,72.1, ,81.0, ,33.0, ,55.0, ,54.7, ,3.4, ,74.1, ,Aug,2010
159,Monrovia,Los Angeles Basin,Sep 2010,4.0,K,0.03, ,344.0, ,14.0, ,87.5,K,56.9, ,70.7, ,80.0, ,36.0, ,57.0, ,53.3, ,3.1, ,69.3, ,Sep,2010
159,Monrovia,Los Angeles Basin,Oct 2010,1.91, ,2.42, ,195.0, ,14.6,K,74.9,K,56.4, ,64.1, ,87.0,K,54.0,K,72.0, ,54.0, ,2.8, ,65.4, ,Oct,2010
159,Monrovia,Los Angeles Basin,Nov 2010,2.24,K,1.52, ,218.0, ,8.6, ,71.8,K,46.5,K,58.1, ,77.0, ,31.0, ,53.0, ,39.4, ,3.0, ,57.9, ,Nov,2010
159,Monrovia,Los Angeles Basin,Dec 2010,1.31, ,12.24, ,149.0, ,9.9,K,65.9,K,46.1, ,54.8, ,84.0, ,48.0, ,68.0,K,43.2,K,2.7, ,55.5, ,Dec,2010
159,Monrovia,Los Angeles Basin,Jan 2011,2.02, ,0.88, ,197.0, ,8.0, ,69.7,K,45.4, ,56.2, ,75.0, ,30.0, ,53.0, ,38.0, ,2.8, ,54.8, ,Jan,2011
159,Monrovia,Los Angeles Basin,Feb 2011,2.14,K,4.45, ,260.0, ,7.8, ,64.8,K,41.0, ,52.1, ,82.0, ,35.0, ,59.0, ,37.3, ,3.2, ,55.4, ,Feb,2011
159,Monrovia,Los Angeles Basin,Mar 2011,2.72,K,3.31, ,284.0, ,10.3, ,69.5,K,46.5, ,57.1, ,88.0, ,41.0, ,65.0, ,45.0, ,3.2, ,59.8, ,Mar,2011
159,Monrovia,Los Angeles Basin,Apr 2011,4.07, ,0.07, ,421.0, ,11.1, ,72.5, ,50.3,K,61.2, ,83.0, ,42.0, ,61.0, ,46.7, ,3.5, ,64.8, ,Apr,2011
159,Monrovia,Los Angeles Basin,May 2011,4.97, ,0.45, ,464.0, ,11.0,K,75.1,K,51.5, ,62.5, ,80.0, ,39.0, ,59.0,L,47.0,L,3.7, ,68.0, ,May,2011
159,Monrovia,Los Angeles Basin,Jun 2011,5.15, ,0.02, ,496.0, ,14.5, ,79.1, ,56.1, ,66.1, ,86.0, ,45.0, ,66.0, ,54.2, ,3.7, ,72.1, ,Jun,2011
159,Monrovia,Los Angeles Basin,Jul 2011,6.31, ,0.0, ,535.0, ,16.7, ,87.4, ,61.8,K,73.1, ,83.0, ,40.0, ,60.0, ,58.3, ,3.8, ,78.2, ,Jul,2011
159,Monrovia,Los Angeles Basin,Aug 2011,6.23, ,0.0, ,521.0, ,16.6, ,89.9, ,61.0, ,73.4, ,84.0, ,37.0, ,60.0, ,58.2, ,3.6, ,77.2, ,Aug,2011
159,Monrovia,Los Angeles Basin,Sep 2011,4.4, ,0.01, ,404.0, ,16.4, ,86.5, ,60.0,K,70.7, ,85.0, ,42.0, ,65.0, ,57.9, ,3.4, ,73.1, ,Sep,2011
159,Monrovia,Los Angeles Basin,Oct 2011,3.65, ,1.39, ,338.0, ,12.5, ,80.8,K,54.5, ,65.9, ,81.0, ,37.0, ,58.0, ,49.6, ,3.0, ,66.7, ,Oct,2011
159,Monrovia,Los Angeles Basin,Nov 2011,2.12, ,1.58, ,231.0, ,9.4, ,70.0, ,46.7, ,57.1, ,82.0, ,37.0, ,60.0, ,42.2, ,2.9, ,58.3, ,Nov,2011
159,Monrovia,Los Angeles Basin,Dec 2011,2.23, ,1.11, ,225.0, ,6.4, ,66.6, ,41.8, ,52.9, ,71.0, ,27.0, ,47.0, ,31.7, ,3.1, ,53.7, ,Dec,2011
159,Monrovia,Los Angeles Basin,Jan 2012,2.49,K,0.94, ,246.0, ,7.1, ,72.1,K,44.9, ,56.8, ,68.0, ,27.0, ,47.0, ,34.4, ,2.8, ,56.8, ,Jan,2012
159,Monrovia,Los Angeles Basin,Feb 2012,2.64, ,0.95, ,296.0, ,8.4, ,68.0,K,44.1, ,55.4, ,79.0, ,35.0, ,57.0, ,39.2, ,3.2, ,57.5, ,Feb,2012
159,Monrovia,Los Angeles Basin,Mar 2012,3.58,K,2.19,K,372.0, ,9.1,K,68.9,K,45.3,K,56.3, ,80.0, ,38.0, ,60.0,K,40.8,K,3.4, ,60.9, ,Mar,2012
159,Monrovia,Los Angeles Basin,Apr 2012,4.71,K,2.13, ,481.0, ,11.0,K,74.9,K,49.4, ,61.0, ,83.0, ,39.0, ,60.0,K,45.9,K,3.6, ,64.7, ,Apr,2012
159,Monrovia,Los Angeles Basin,May 2012,5.35,K,0.32, ,505.0, ,14.1, ,78.5, ,54.5, ,65.1, ,87.0, ,46.0, ,67.0, ,53.5, ,3.7, ,70.8,K,May,2012
159,Monrovia,Los Angeles Basin,Jun 2012,6.53, ,0.01, ,602.0, ,14.6, ,82.5, ,57.5, ,68.4, ,83.0, ,41.0, ,62.0, ,54.4, ,4.0, ,75.9, ,Jun,2012
159,Monrovia,Los Angeles Basin,Jul 2012,6.37, ,0.03, ,548.0, ,16.3, ,87.2, ,59.9, ,71.9, ,85.0, ,40.0, ,61.0, ,57.5, ,3.8, ,76.3, ,Jul,2012
159,Monrovia,Los Angeles Basin,Aug 2012,6.53, ,0.03, ,510.0, ,17.7, ,93.5, ,65.7, ,78.1, ,79.0, ,35.0, ,54.0, ,59.9, ,3.6, ,77.2, ,Aug,2012
159,Monrovia,Los Angeles Basin,Sep 2012,5.26, ,0.0, ,437.0, ,15.6,K,92.2,K,62.6,K,76.0, ,76.0, ,31.0, ,51.0,K,55.9,K,3.3, ,72.7, ,Sep,2012
159,Monrovia,Los Angeles Basin,Oct 2012,3.63, ,0.33, ,326.0, ,13.1, ,82.0,K,56.7, ,67.9, ,78.0, ,37.0, ,58.0, ,50.8, ,3.1, ,66.2, ,Oct,2012
159,Monrovia,Los Angeles Basin,Nov 2012,2.23, ,1.07, ,243.0, ,10.8,K,73.5,K,49.7, ,60.1, ,80.0, ,40.0, ,61.0,K,45.0,K,2.8, ,59.7, ,Nov,2012
159,Monrovia,Los Angeles Basin,Dec 2012,1.37, ,8.67,K,175.0, ,10.0,K,63.1,K,44.6,K,53.0, ,87.0, ,49.0, ,71.0,K,43.3,K,2.8, ,56.6,K,Dec,2012
159,Monrovia,Los Angeles Basin,Jan 2013,2.28, ,1.32, ,234.0, ,6.7,K,66.9,K,41.7,K,52.9, ,70.0, ,27.0, ,48.0,K,31.8,K,3.2, ,53.2, ,Jan,2013
159,Monrovia,Los Angeles Basin,Feb 2013,2.65, ,0.59, ,315.0, ,7.7, ,67.0,K,42.1, ,53.9, ,78.0, ,34.0, ,55.0, ,37.0, ,3.2, ,56.7, ,Feb,2013
159,Monrovia,Los Angeles Basin,Mar 2013,3.82, ,0.65, ,389.0, ,11.0, ,73.4,K,49.4, ,59.8, ,84.0, ,40.0, ,63.0, ,46.5, ,3.3, ,62.0, ,Mar,2013
159,Monrovia,Los Angeles Basin,Apr 2013,4.29, ,0.12, ,419.0, ,11.3,K,74.7, ,52.1, ,62.0, ,80.0, ,40.0, ,60.0,K,46.5,K,3.8, ,65.3, ,Apr,2013
159,Monrovia,Los Angeles Basin,May 2013,4.81,K,0.44, ,432.0, ,14.0,K,80.0,K,56.6,K,67.1,K,83.0,K,42.0,K,64.0,L,53.9,L,3.8, ,69.7, ,May,2013
159,Monrovia,Los Angeles Basin,Jun 2013,5.25, ,0.0, ,478.0, ,16.4,K,83.6,K,60.2,K,70.2, ,84.0, ,45.0, ,65.0,K,57.8,K,3.9, ,74.1, ,Jun,2013
159,Monrovia,Los Angeles Basin,Jul 2013,5.13, ,0.0, ,439.0, ,17.8,K,87.0, ,62.8, ,73.1, ,84.0, ,44.0, ,64.0,K,59.9,K,3.6, ,76.2, ,Jul,2013
159,Monrovia,Los Angeles Basin,Aug 2013,5.8, ,0.0, ,473.0, ,16.6,K,89.7, ,61.5,K,73.9, ,82.0, ,36.0, ,59.0,K,58.1,K,3.6, ,74.9, ,Aug,2013
159,Monrovia,Los Angeles Basin,Sep 2013,4.8, ,0.01, ,396.0, ,14.9,K,88.8, ,61.1,K,73.4, ,76.0, ,33.0, ,53.0,K,54.2,K,3.5, ,73.0, ,Sep,2013
159,Monrovia,Los Angeles Basin,Oct 2013,3.21, ,0.14, ,284.0, ,10.9, ,78.5,K,51.9, ,63.9, ,78.0, ,34.0, ,56.0, ,45.7, ,3.3, ,63.4, ,Oct,2013
159,Monrovia,Los Angeles Basin,Nov 2013,2.09, ,0.77, ,198.0, ,9.6, ,73.7,K,50.4, ,60.8, ,77.0, ,35.0, ,55.0, ,42.7, ,2.9, ,58.9, ,Nov,2013
159,Monrovia,Los Angeles Basin,Dec 2013,2.11, ,0.42, ,198.0, ,6.8, ,69.7,K,43.4, ,55.1, ,70.0, ,28.0, ,48.0, ,33.5, ,3.0, ,54.6, ,Dec,2013
159,Monrovia,Los Angeles Basin,Jan 2014,2.48, ,0.22, ,207.0, ,7.0, ,74.8,K,47.2, ,59.3, ,64.0, ,24.0, ,42.0, ,33.7, ,3.0, ,56.9,K,Jan,2014
159,Monrovia,Los Angeles Basin,Feb 2014,2.38, ,2.8, ,265.0, ,9.9, ,71.1,K,48.2, ,58.5, ,81.0, ,38.0, ,60.0, ,43.5, ,3.2, ,60.8,K,Feb,2014
159,Monrovia,Los Angeles Basin,Mar 2014,3.51,K,1.75, ,343.0, ,11.0, ,73.6,K,50.4, ,61.0, ,84.0, ,40.0, ,62.0, ,46.6, ,3.4, ,63.1, ,Mar,2014
159,Monrovia,Los Angeles Basin,Apr 2014,5.04,K,0.44, ,470.0, ,10.3,K,78.0,K,51.4, ,63.9, ,79.0, ,32.0, ,53.0,K,44.5,K,3.8, ,68.2, ,Apr,2014
159,Monrovia,Los Angeles Basin,May 2014,5.94,K,0.0, ,497.0, ,11.6,K,83.0,K,56.4, ,69.3,K,72.0,K,33.0,K,53.0,L,48.3,L,3.8, ,72.6, ,May,2014
159,Monrovia,Los Angeles Basin,Jun 2014,6.04, ,0.0, ,544.0, ,15.8, ,84.3, ,58.8, ,70.1, ,85.0, ,40.0, ,63.0, ,56.6, ,4.0, ,74.7, ,Jun,2014
159,Monrovia,Los Angeles Basin,Jul 2014,5.85, ,0.0, ,478.0, ,17.7, ,89.5,K,63.4, ,75.3, ,83.0, ,39.0, ,60.0, ,59.9, ,3.8,K,78.0, ,Jul,2014
159,Monrovia,Los Angeles Basin,Aug 2014,5.77,K,0.0,K,466.0,K,17.5,K,90.4, ,62.7,K,75.3,K,83.0,K,36.0,K,59.0,K,59.5,K,3.6,K,78.7,K,Aug,2014
159,Monrovia,Los Angeles Basin,Sep 2014,4.9,K,0.0, ,400.0, ,16.6, ,91.6,K,64.0,K,75.9,L,77.0,K,34.0,K,55.0,L,58.0,L,3.5, ,80.8,L,Sep,2014
159,Monrovia,Los Angeles Basin,Oct 2014,3.74, ,0.23, ,315.0, ,13.5,K,85.9, ,58.3,L,70.4, ,78.0, ,33.0, ,55.0,K,51.5,K,3.2, ,76.0,L,Oct,2014
159,Monrovia,Los Angeles Basin,Nov 2014,2.55, ,1.12, ,232.0, ,9.2, ,76.8,K,52.1,K,63.1,K,69.0, ,29.0, ,48.0,K,40.2,K,3.0, ,64.0,K,Nov,2014
159,Monrovia,Los Angeles Basin,Dec 2014,1.44, ,5.63, ,162.0, ,10.3,K,66.7,K,47.5,K,56.0,K,83.0, ,44.0, ,65.0,K,43.8,K,2.9,K,57.2,K,Dec,2014
159,Monrovia,Los Angeles Basin,Jan 2015,2.14,K,1.03, ,210.0, ,9.0,K,71.7, ,47.7,K,58.1,K,75.0, ,34.0, ,55.0,K,40.6,K,2.9, ,56.6, ,Jan,2015
159,Monrovia,Los Angeles Basin,Feb 2015,2.56, ,1.72, ,286.0, ,10.7,K,74.8,K,48.7, ,60.5,K,82.0, ,37.0, ,61.0,K,45.7,K,3.0, ,61.0,K,Feb,2015
159,Monrovia,Los Angeles Basin,Mar 2015,4.44,K,0.42, ,386.0, ,10.2, ,80.9,K,52.1,K,65.4,K,74.0, ,28.0, ,49.0,K,44.2,K,3.4, ,65.1,K,Mar,2015
159,Monrovia,Los Angeles Basin,Apr 2015,4.58, ,0.52, ,412.0, ,9.7,K,77.6, ,51.4, ,63.7,K,76.0, ,31.0, ,50.0,K,42.9,K,3.6, ,69.4,L,Apr,2015
159,Monrovia,Los Angeles Basin,May 2015,3.63, ,0.91,K,349.0, ,12.6, ,73.2, ,53.6, ,62.7, ,84.0, ,48.0, ,66.0, ,50.6, ,3.5,K,70.1,K,May,2015
159,Monrovia,Los Angeles Basin,Jun 2015,5.18,K,0.02, ,456.0, ,16.5,K,86.5,K,60.7,L,72.5,K,84.0,K,41.0,K,61.0,K,57.9,K,3.8, ,77.4,L,Jun,2015
159,Monrovia,Los Angeles Basin,Jul 2015,6.33,K,0.35,K,555.0, ,18.4,K,87.1, ,64.3,K,73.9, ,84.0, ,44.0, ,64.0,K,61.1,K,3.8,K,82.5,L,Jul,2015
159,Monrovia,Los Angeles Basin,Aug 2015,6.8, ,0.0, ,552.0, ,17.8, ,92.1,K,65.0, ,77.0,K,79.0, ,36.0, ,57.0,K,60.0,K,3.7,K,84.0,L,Aug,2015
159,Monrovia,Los Angeles Basin,Sep 2015,5.1,K,1.19,K,429.0, ,18.0,K,92.0, ,65.9,K,77.4,K,80.0, ,36.0, ,57.0,K,60.4,K,3.4,K,82.9,L,Sep,2015
159,Monrovia,Los Angeles Basin,Oct 2015,3.43, ,0.05, ,278.0, ,15.3,K,86.0,K,62.3,K,72.9,K,78.0,K,38.0,K,56.0,K,55.0,K,3.2,K,75.6,L,Oct,2015
159,Monrovia,Los Angeles Basin,Nov 2015,2.85, ,0.1, ,270.0, ,7.0, ,73.7, ,46.9, ,59.0, ,65.0, ,22.0, ,42.0, ,34.1, ,3.3,K,60.7,L,Nov,2015
159,Monrovia,Los Angeles Basin,Dec 2015,2.29, ,0.11, ,239.0, ,6.7,K,66.9,K,42.4, ,53.5,K,72.0, ,29.0, ,48.0,K,32.6,K,3.2,K,55.2, ,Dec,2015
159,Monrovia,Los Angeles Basin,Jan 2016,1.81, ,3.59, ,209.0, ,9.2, ,65.2, ,44.4, ,54.1, ,82.0, ,43.0, ,64.0, ,41.4, ,2.9,K,54.8, ,Jan,2016
159,Monrovia,Los Angeles Basin,Feb 2016,3.66, ,0.97, ,391.0, ,8.0, ,78.5,K,48.5,K,62.2,K,66.0, ,23.0, ,43.0,K,37.8,K,3.2,K,58.8, ,Feb,2016
159,Monrovia,Los Angeles Basin,Mar 2016,4.13, ,3.07, ,447.0,K,11.2, ,73.2, ,48.7,K,60.1,K,85.0, ,41.0, ,64.0,K,47.0,K,3.4, ,61.7, ,Mar,2016
159,Monrovia,Los Angeles Basin,Apr 2016,5.2, ,1.33, ,525.0,K,10.7,K,77.5,K,52.4,K,64.2,K,77.0,K,35.0,K,55.0,K,45.6,K,3.5,K,67.7, ,Apr,2016
159,Monrovia,Los Angeles Basin,May 2016,4.59, ,0.99, ,473.0, ,13.8, ,74.0, ,54.6, ,62.9, ,88.0, ,51.0, ,70.0, ,53.1, ,3.6,K,70.6, ,May,2016
159,Monrovia,Los Angeles Basin,Jun 2016,6.79,K,0.02, ,646.0,K,16.2,K,86.6,L,61.0,L,71.5,L,82.0,K,41.0,K,64.0,L,58.0,L,3.9, ,78.3,L,Jun,2016
159,Monrovia,Los Angeles Basin,Jul 2016,8.27,K,0.0, ,719.0,K,17.0,K,92.1,K,63.9, ,76.4,K,80.0, ,33.0, ,56.0,K,58.7,K,4.0,K,86.0,L,Jul,2016
159,Monrovia,Los Angeles Basin,Aug 2016,7.43, ,0.0, ,657.0,K,17.4,K,91.1,K,62.7, ,74.9, ,83.0, ,36.0, ,59.0,K,59.4,K,3.8, ,85.3,L,Aug,2016
159,Monrovia,Los Angeles Basin,Sep 2016,5.61, ,0.0, ,518.0,K,14.8,K,88.0, ,61.0,K,72.9,K,77.0, ,35.0, ,55.0,K,54.4,K,3.6,K,80.2,K,Sep,2016
159,Monrovia,Los Angeles Basin,Oct 2016,4.05,K,0.43,K,391.0,K,12.9,K,82.4,K,57.6,K,68.3,K,78.0,L,36.0,L,56.0,L,50.1,L,3.2,K,71.3,L,Oct,2016
159,Monrovia,Los Angeles Basin,Nov 2016,2.91, ,1.19, ,309.0,K,9.1, ,77.6,K,51.1,K,62.7,K,71.0, ,29.0, ,49.0,K,41.2,K,3.0, ,63.2,K,Nov,2016
159,Monrovia,Los Angeles Basin,Dec 2016,1.8, ,6.68, ,224.0,K,9.2,K,65.9, ,45.6,K,55.0, ,81.0, ,41.0, ,61.0,K,40.5,K,2.9,K,55.4, ,Dec,2016
159,Monrovia,Los Angeles Basin,Jan 2017,1.82, ,14.94, ,246.0,K,9.7,K,63.1, ,44.8, ,53.4, ,85.0, ,51.0, ,70.0,K,42.9,K,2.9, ,55.6, ,Jan,2017
159,Monrovia,Los Angeles Basin,Feb 2017,1.96, ,6.04, ,268.0,K,11.2,K,65.1, ,48.5,K,56.3, ,88.0, ,54.0, ,72.0,K,46.8,K,3.0,K,58.3, ,Feb,2017
159,Monrovia,Los Angeles Basin,Mar 2017,4.65,K,0.5,K,522.0,K,10.2,K,76.9, ,49.0,K,62.2,L,79.0,K,33.0,K,54.0,L,44.5,L,3.4,K,61.7,K,Mar,2017
159,Monrovia,Los Angeles Basin,Apr 2017,6.29, ,0.07, ,628.0,K,10.6,K,79.1, ,52.6,K,65.1,K,78.0, ,29.0, ,51.0,K,45.4,K,3.8,K,70.3,K,Apr,2017
159,Monrovia,Los Angeles Basin,May 2017,6.02, ,0.48, ,588.0,K,12.8,K,77.5,K,54.4, ,65.1,K,82.0, ,43.0, ,62.0,K,50.6,K,3.7,K,73.5,K,May,2017
159,Monrovia,Los Angeles Basin,Jun 2017,7.57, ,0.0, ,720.0,K,15.9,K,86.2, ,60.3, ,71.8,K,82.0, ,41.0, ,60.0,K,56.9,K,4.0,K,79.5,L,Jun,2017
